name,eval_task_name,model_name,data_dir,teacher_model,student_model,task_name,output_dir,cache_dir,max_seq_length,do_eval,do_lower_case,train_batch_size,eval_batch_size,learning_rate,weight_decay,num_train_epochs,warmup_proportion,no_cuda,gradient_accumulation_steps,aug_train,eval_step,pred_distill,data_url,temperature,training_time,accuracy,eval_time,meta_amb_precision,meta_amb_recall,meta_amb_f1-score,meta_amb_support,meta_minus_m_precision,meta_minus_m_recall,meta_minus_m_f1-score,meta_minus_m_support,meta_plus_m_precision,meta_plus_m_recall,meta_plus_m_f1-score,meta_plus_m_support,meta_zero_precision,meta_zero_recall,meta_zero_f1-score,meta_zero_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,model_size,memory,parameters
multiemo_en_Nhotels_text-run-1,multiemo_en_hotels_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nhotels_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nhotels_text-run-1,multiemo_en_Nhotels_text,data/models/TinyBERT_4L_312D/multiemo_en_Nhotels_text-run-1,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,505.34629499999994,0.7518987341772152,0.582295,0.5294117647058824,0.313953488372093,0.39416058394160586,86,0.7819148936170213,0.8802395209580839,0.828169014084507,167,0.7401574803149606,0.94,0.8281938325991189,100,1.0,0.6904761904761905,0.8169014084507042,42,0.762871034659466,0.7061672999515918,0.7168562097689839,395,0.7395568279246696,0.7518987341772152,0.7324842480656512,395,58395396,58367536,14591884
multiemo_en_Nhotels_text-run-2,multiemo_en_hotels_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nhotels_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nhotels_text-run-2,multiemo_en_Nhotels_text,data/models/TinyBERT_4L_312D/multiemo_en_Nhotels_text-run-2,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,500.24649,0.7848101265822784,0.576687,0.6458333333333334,0.36046511627906974,0.46268656716417916,86,0.8031914893617021,0.9041916167664671,0.8507042253521128,167,0.765625,0.98,0.8596491228070174,100,0.967741935483871,0.7142857142857143,0.821917808219178,42,0.7955979395447266,0.7397356118328128,0.7487394308856219,395,0.7769172321022619,0.7848101265822784,0.7654281281919733,395,58395396,58367536,14591884
multiemo_en_Nhotels_text-run-3,multiemo_en_hotels_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nhotels_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nhotels_text-run-3,multiemo_en_Nhotels_text,data/models/TinyBERT_4L_312D/multiemo_en_Nhotels_text-run-3,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,505.76965900000005,0.7873417721518987,0.550226,0.6739130434782609,0.36046511627906974,0.4696969696969696,86,0.7979274611398963,0.9221556886227545,0.8555555555555554,167,0.76,0.95,0.8444444444444444,100,1.0,0.7380952380952381,0.8493150684931507,42,0.8079601261545393,0.7426790107492656,0.7547530095475301,395,0.7828111588594763,0.7873417721518987,0.7680693531465163,395,58395396,58367536,14591884
multiemo_en_Nhotels_text-run-4,multiemo_en_hotels_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nhotels_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nhotels_text-run-4,multiemo_en_Nhotels_text,data/models/TinyBERT_4L_312D/multiemo_en_Nhotels_text-run-4,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,506.46831099999997,0.7493670886075949,0.549261,0.5681818181818182,0.29069767441860467,0.38461538461538464,86,0.7936507936507936,0.8982035928143712,0.8426966292134831,167,0.6962962962962963,0.94,0.8,100,1.0,0.6428571428571429,0.782608695652174,42,0.764532227032227,0.6929396025225297,0.7024801773702605,395,0.7418555659061988,0.7493670886075949,0.7257641148682685,395,58395396,58367536,14591884
multiemo_en_Nhotels_text-run-5,multiemo_en_hotels_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nhotels_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nhotels_text-run-5,multiemo_en_Nhotels_text,data/models/TinyBERT_4L_312D/multiemo_en_Nhotels_text-run-5,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,501.489281,0.769620253164557,0.551399,0.5869565217391305,0.313953488372093,0.40909090909090906,86,0.7766497461928934,0.9161676646706587,0.8406593406593407,167,0.7704918032786885,0.94,0.8468468468468469,100,1.0,0.7142857142857143,0.8333333333333333,42,0.7835245178026782,0.7211017168321165,0.7324826074826074,395,0.7575391109155627,0.769620253164557,0.7474850955863614,395,58395396,58367536,14591884
multiemo_en_Nmedicine_text-run-1,multiemo_en_medicine_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nmedicine_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nmedicine_text-run-1,multiemo_en_Nmedicine_text,data/models/TinyBERT_4L_312D/multiemo_en_Nmedicine_text-run-1,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,598.572001,0.7492354740061162,0.470468,0.1694915254237288,0.45454545454545453,0.24691358024691354,22,0.8273381294964028,0.8646616541353384,0.8455882352941175,133,0.8787878787878788,0.5979381443298969,0.7116564417177913,97,0.9841269841269841,0.8266666666666667,0.898550724637681,75,0.7149361294587486,0.6859529799193391,0.6756772454741259,327,0.8343019352730632,0.7492354740061162,0.777728786709485,327,58395396,58367536,14591884
multiemo_en_Nmedicine_text-run-2,multiemo_en_medicine_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nmedicine_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nmedicine_text-run-2,multiemo_en_Nmedicine_text,data/models/TinyBERT_4L_312D/multiemo_en_Nmedicine_text-run-2,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,590.637035,0.7247706422018348,0.484904,0.16176470588235295,0.5,0.24444444444444446,22,0.8273381294964028,0.8646616541353384,0.8455882352941175,133,0.8793103448275862,0.5257731958762887,0.6580645161290323,97,0.967741935483871,0.8,0.8759124087591241,75,0.7090387789225532,0.6726087125029068,0.6560024011566796,327,0.8301790316880719,0.7247706422018348,0.7564730941692535,327,58395396,58367536,14591884
multiemo_en_Nmedicine_text-run-3,multiemo_en_medicine_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nmedicine_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nmedicine_text-run-3,multiemo_en_Nmedicine_text,data/models/TinyBERT_4L_312D/multiemo_en_Nmedicine_text-run-3,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,586.1452380000001,0.7522935779816514,0.479232,0.16363636363636364,0.4090909090909091,0.23376623376623376,22,0.8027210884353742,0.8872180451127819,0.842857142857143,133,0.90625,0.5979381443298969,0.7204968944099378,97,1.0,0.8133333333333334,0.8970588235294117,75,0.7181518630179344,0.6768951079667304,0.6735447736406815,327,0.8356824304645405,0.7522935779816514,0.7780136625850977,327,58395396,58367536,14591884
multiemo_en_Nmedicine_text-run-4,multiemo_en_medicine_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nmedicine_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nmedicine_text-run-4,multiemo_en_Nmedicine_text,data/models/TinyBERT_4L_312D/multiemo_en_Nmedicine_text-run-4,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,588.2552949999999,0.764525993883792,0.467917,0.21666666666666667,0.5909090909090909,0.3170731707317074,22,0.8201438848920863,0.8571428571428571,0.8382352941176471,133,0.9264705882352942,0.6494845360824743,0.7636363636363637,97,1.0,0.8,0.888888888888889,75,0.7408202849485117,0.7243841210336055,0.7019584293436517,327,0.8523347107527146,0.764525993883792,0.7926614612022588,327,58395396,58367536,14591884
multiemo_en_Nmedicine_text-run-5,multiemo_en_medicine_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nmedicine_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nmedicine_text-run-5,multiemo_en_Nmedicine_text,data/models/TinyBERT_4L_312D/multiemo_en_Nmedicine_text-run-5,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,583.447224,0.7614678899082569,0.492937,0.23809523809523808,0.6818181818181818,0.3529411764705882,22,0.8248175182481752,0.849624060150376,0.837037037037037,133,0.9682539682539683,0.6288659793814433,0.7624999999999998,97,0.9375,0.8,0.8633093525179856,75,0.7421666811493454,0.7400770553375002,0.7039468915064027,327,0.853736880996139,0.7614678899082569,0.7883832821013083,327,58395396,58367536,14591884
multiemo_en_Nproducts_text-run-1,multiemo_en_products_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nproducts_text-run-1,multiemo_en_Nproducts_text,data/models/TinyBERT_4L_312D/multiemo_en_Nproducts_text-run-1,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,936.887076,0.7708333333333334,0.087274,0.5454545454545454,0.6,0.5714285714285713,10,0.90625,0.8285714285714286,0.8656716417910447,35,0.6666666666666666,1.0,0.8,2,0.0,0.0,0.0,1,0.529592803030303,0.6071428571428572,0.559275053304904,48,0.8022214330808081,0.7708333333333334,0.7835998578535892,48,58395396,58367536,14591884
multiemo_en_Nproducts_text-run-2,multiemo_en_products_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nproducts_text-run-2,multiemo_en_Nproducts_text,data/models/TinyBERT_4L_312D/multiemo_en_Nproducts_text-run-2,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,911.349361,0.8125,0.086781,0.6666666666666666,0.6,0.631578947368421,10,0.9117647058823529,0.8857142857142857,0.8985507246376812,35,0.5,1.0,0.6666666666666666,2,0.0,0.0,0.0,1,0.5196078431372548,0.6214285714285714,0.5491990846681922,48,0.8245506535947712,0.8125,0.8145499618611747,48,58395396,58367536,14591884
multiemo_en_Nproducts_text-run-3,multiemo_en_products_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nproducts_text-run-3,multiemo_en_Nproducts_text,data/models/TinyBERT_4L_312D/multiemo_en_Nproducts_text-run-3,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,917.844227,0.7708333333333334,0.084483,0.6363636363636364,0.7,0.6666666666666666,10,0.9333333333333333,0.8,0.8615384615384616,35,0.5,1.0,0.6666666666666666,2,0.0,0.0,0.0,1,0.5174242424242425,0.625,0.5487179487179487,48,0.8339646464646465,0.7708333333333334,0.794871794871795,48,58395396,58367536,14591884
multiemo_en_Nproducts_text-run-4,multiemo_en_products_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nproducts_text-run-4,multiemo_en_Nproducts_text,data/models/TinyBERT_4L_312D/multiemo_en_Nproducts_text-run-4,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,921.587471,0.75,0.087648,0.5,0.4,0.4444444444444445,10,0.8571428571428571,0.8571428571428571,0.8571428571428571,35,0.5,1.0,0.6666666666666666,2,0.0,0.0,0.0,1,0.4642857142857143,0.5642857142857143,0.4920634920634921,48,0.75,0.75,0.7453703703703703,48,58395396,58367536,14591884
multiemo_en_Nproducts_text-run-5,multiemo_en_products_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nproducts_text-run-5,multiemo_en_Nproducts_text,data/models/TinyBERT_4L_312D/multiemo_en_Nproducts_text-run-5,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,912.7270120000001,0.7708333333333334,0.094157,0.5555555555555556,0.5,0.5263157894736842,10,0.8823529411764706,0.8571428571428571,0.8695652173913043,35,0.6666666666666666,1.0,0.8,2,0.0,0.0,0.0,1,0.5261437908496732,0.5892857142857143,0.5489702517162471,48,0.7869008714596951,0.7708333333333334,0.7770404271548436,48,58395396,58367536,14591884
multiemo_en_Nreviews_text-run-1,multiemo_en_reviews_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-1,multiemo_en_Nreviews_text,data/models/TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-1,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,918.838626,0.6,0.094296,0.7272727272727273,0.4444444444444444,0.5517241379310345,18,0.4,0.5,0.4444444444444445,4,0.8333333333333334,0.7142857142857143,0.7692307692307692,28,0.0,0.0,0.0,0,0.4901515151515152,0.41468253968253965,0.441349837901562,50,0.7604848484848487,0.6,0.6649454759799588,50,58395396,58367536,14591884
multiemo_en_Nreviews_text-run-2,multiemo_en_reviews_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-2,multiemo_en_Nreviews_text,data/models/TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-2,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,909.98642,0.64,0.107672,0.8888888888888888,0.4444444444444444,0.5925925925925926,18,0.4,1.0,0.5714285714285715,4,0.8333333333333334,0.7142857142857143,0.7692307692307692,28,0.0,0.0,0.0,0,0.5305555555555556,0.5396825396825397,0.48331298331298334,50,0.8186666666666668,0.64,0.6898168498168498,50,58395396,58367536,14591884
multiemo_en_Nreviews_text-run-3,multiemo_en_reviews_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-3,multiemo_en_Nreviews_text,data/models/TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-3,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,921.213717,0.58,0.083968,0.875,0.3888888888888889,0.5384615384615385,18,0.16666666666666666,0.25,0.2,4,0.8076923076923077,0.75,0.7777777777777779,28,0.0,0.0,0.0,0,0.4623397435897436,0.3472222222222222,0.3790598290598291,50,0.7806410256410257,0.58,0.6454017094017095,50,58395396,58367536,14591884
multiemo_en_Nreviews_text-run-4,multiemo_en_reviews_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-4,multiemo_en_Nreviews_text,data/models/TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-4,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,907.50746,0.56,0.07742,0.8333333333333334,0.2777777777777778,0.4166666666666667,18,0.25,0.5,0.3333333333333333,4,0.8076923076923077,0.75,0.7777777777777779,28,0.0,0.0,0.0,0,0.4727564102564103,0.3819444444444444,0.3819444444444445,50,0.7723076923076923,0.56,0.6122222222222223,50,58395396,58367536,14591884
multiemo_en_Nreviews_text-run-5,multiemo_en_reviews_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-5,multiemo_en_Nreviews_text,data/models/TinyBERT_4L_312D/multiemo_en_Nreviews_text-run-5,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,927.6963189999999,0.6,0.076561,1.0,0.3333333333333333,0.5,18,0.3333333333333333,0.5,0.4,4,0.8148148148148148,0.7857142857142857,0.7999999999999999,28,0.0,0.0,0.0,0,0.537037037037037,0.40476190476190477,0.425,50,0.8429629629629629,0.6,0.66,50,58395396,58367536,14591884
multiemo_en_hotels_text-run-1,multiemo_en_hotels_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_hotels_text-run-1,multiemo_en_hotels_text,data/models/TinyBERT_4L_312D/multiemo_en_hotels_text-run-1,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,476.350377,0.8455696202531645,0.553873,0.6790123456790124,0.6395348837209303,0.6586826347305389,86,0.8705882352941177,0.8862275449101796,0.8783382789317508,167,0.8921568627450981,0.91,0.900990099009901,100,0.9523809523809523,0.9523809523809523,0.9523809523809523,42,0.848534599024795,0.8470358452530156,0.8475979912632858,395,0.8430354007519557,0.8455696202531645,0.8441220482770097,395,58395396,58367536,14591884
multiemo_en_hotels_text-run-2,multiemo_en_hotels_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_hotels_text-run-2,multiemo_en_hotels_text,data/models/TinyBERT_4L_312D/multiemo_en_hotels_text-run-2,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,488.90078,0.8354430379746836,0.55337,0.6419753086419753,0.6046511627906976,0.6227544910179641,86,0.8666666666666667,0.9341317365269461,0.899135446685879,167,0.8723404255319149,0.82,0.8453608247422681,100,1.0,0.9523809523809523,0.975609756097561,42,0.8452456002101392,0.8277909629246489,0.835715129635918,395,0.8333601327335056,0.8354430379746836,0.8334789824162306,395,58395396,58367536,14591884
multiemo_en_hotels_text-run-3,multiemo_en_hotels_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_hotels_text-run-3,multiemo_en_hotels_text,data/models/TinyBERT_4L_312D/multiemo_en_hotels_text-run-3,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,481.915876,0.8481012658227848,0.557417,0.6842105263157895,0.6046511627906976,0.6419753086419753,86,0.875,0.9221556886227545,0.8979591836734695,167,0.8640776699029126,0.89,0.8768472906403941,100,1.0,0.9523809523809523,0.975609756097561,42,0.8558220490546755,0.8422969509486011,0.84809788476335,395,0.8439870183631624,0.8481012658227848,0.8451377190805475,395,58395396,58367536,14591884
multiemo_en_hotels_text-run-4,multiemo_en_hotels_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_hotels_text-run-4,multiemo_en_hotels_text,data/models/TinyBERT_4L_312D/multiemo_en_hotels_text-run-4,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,473.462886,0.8354430379746836,0.552805,0.6447368421052632,0.5697674418604651,0.6049382716049383,86,0.8728323699421965,0.9041916167664671,0.8882352941176471,167,0.8476190476190476,0.89,0.8682926829268293,100,1.0,0.9761904761904762,0.9879518072289156,42,0.8412970649166268,0.8350373837043521,0.8373545139695825,395,0.8303095669957069,0.8354430379746836,0.8321094422075167,395,58395396,58367536,14591884
multiemo_en_hotels_text-run-5,multiemo_en_hotels_text,TinyBERT_4L_312D,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_text,data/models/TMP_TinyBERT_4L_312D/multiemo_en_hotels_text-run-5,multiemo_en_hotels_text,data/models/TinyBERT_4L_312D/multiemo_en_hotels_text-run-5,,256,False,True,8,16,5e-05,0.01,4.0,0.0,False,1,False,50,True,,1.0,473.447518,0.8430379746835444,0.545807,0.6623376623376623,0.5930232558139535,0.6257668711656442,86,0.8651685393258427,0.9221556886227545,0.8927536231884058,167,0.8787878787878788,0.87,0.8743718592964824,100,1.0,0.9761904761904762,0.9879518072289156,42,0.8515735201128459,0.8403423551567961,0.845211040219862,395,0.8387923364740318,0.8430379746835444,0.8400935894328401,395,58395396,58367536,14591884
